family,n,m,trial,hybrid_obj,hybrid_time,cold_obj,cold_time,warm_obj,warm_time,improvement_time,hybrid_gap_pct,warm_improvement,speedup_vs_cold
WARMSTART,400,8000,4,22.225587399206695,1.7090349197387695,23.292795530520173,30.133344888687134,22.01023318059826,30.168586015701294,0.17158722877502441,-4.5817090950510115,0.21535421860843584,0.9988318601675326
WARMSTART,400,8000,5,20.691329953992657,1.5408146381378174,21.22854623179578,30.079418659210205,20.653267026478993,30.094170570373535,7.82661771774292,-2.530631499384012,0.038062927513664135,0.9995098083488019
WARMSTART,400,8000,6,20.733590805729143,1.6565680503845215,21.0329258032,30.138787984848022,20.54059636314479,30.096314907073975,10.186915874481201,-1.4231733629056795,0.19299444258435372,1.0014112384823586
WARMSTART,400,8000,7,21.3964375404421,1.6297571659088135,22.207670338962515,30.102613925933838,21.288718653091372,30.104071140289307,18.139740705490112,-3.6529396651621644,0.10771888735072821,0.9999515941100232
WARMSTART,400,8000,8,20.39325068009686,2.024681806564331,21.386112804962295,30.11670231819153,20.39325068009686,30.114426851272583,,-4.642555353187226,0.0,1.0000755606915643
WARMSTART,400,8000,9,21.116989701640488,1.714465856552124,22.018987447734176,30.171751022338867,21.004851419264746,30.110371589660645,5.276333332061768,-4.096454245385868,0.1121382823757422,1.002038481408157
WARMSTART,800,16000,0,29.07274230125356,6.087783575057983,32.72108919682948,30.263967514038086,29.07274230125356,30.419969081878662,,-11.14983328834124,0.0,0.9948717381197634
WARMSTART,800,16000,1,28.81057910386418,5.118490934371948,32.42517187646658,30.23249387741089,28.810579103864175,30.233495473861694,0.2316608428955078,-11.147489938906958,3.552713678800501e-15,0.9999668712983694
WARMSTART,800,16000,2,26.843420835088626,4.8605005741119385,31.77758217493304,30.432503700256348,26.840582445977333,30.250481605529785,21.59927797317505,-15.52717671433356,0.0028383891112930826,1.006017163531482
WARMSTART,800,16000,3,28.794772075409124,4.525599956512451,33.059477442773634,30.252241373062134,28.794772075409128,30.23912215232849,,-12.900099146294034,0.0,1.000433849258836
WARMSTART,800,16000,4,28.610394194715248,7.945162296295166,33.46965267257409,30.346094369888306,28.610394194715248,30.34256887435913,,-14.518401267547803,0.0,1.0001161897512294
WARMSTART,800,16000,5,29.068987486234754,8.086753129959106,33.783438085966424,30.37616229057312,29.068987486234754,30.32279324531555,,-13.954916571058066,0.0,1.001760030641828
WARMSTART,800,16000,6,27.589145946910676,4.7442333698272705,31.46353315020704,30.26672077178955,27.58914594691068,30.26372480392456,,-12.313897440570402,0.0,1.0000989953445718
WARMSTART,800,16000,7,27.894150681722603,4.692479372024536,32.12607032993918,30.245641231536865,27.894150681722596,30.354905128479004,0.32490968704223633,-13.172851845103303,7.105427357601002e-15,0.9964004533540898
WARMSTART,800,16000,8,28.511026475946082,4.658417463302612,32.59092408513833,30.28877091407776,28.511026475946082,30.28417468070984,,-12.518508522600346,0.0,1.0001517701379146
WARMSTART,800,16000,9,29.286170223425845,4.910214185714722,33.61559341310572,30.331256866455078,29.28617022342585,30.259373664855957,,-12.879210955686899,0.0,1.0023755680601747
